_id,zip,provider,zone
ObjectId(5911299b3c888a01983d0a82),30518,Charter,A
ObjectId(5911299b3c888a01983d0a83),30519,Charter,A
ObjectId(5911299b3c888a01983d0a84),30527,Charter,A
ObjectId(5911299b3c888a01983d0a85),30528,Charter,A
ObjectId(5911299b3c888a01983d0a86),30530,Charter,A
ObjectId(5911299b3c888a01983d0a87),30533,Charter,A
ObjectId(5911299b3c888a01983d0a88),30534,Charter,A
ObjectId(5911299b3c888a01983d0a89),30542,Charter,A
ObjectId(5911299b3c888a01983d0a8a),30543,Charter,A
ObjectId(5911299b3c888a01983d0a8b),30548,Charter,A
ObjectId(5911299b3c888a01983d0a8c),30553,Charter,A
ObjectId(5911299b3c888a01983d0a8d),30554,Charter,A
ObjectId(5911299b3c888a01983d0a8e),30564,Charter,A
ObjectId(5911299b3c888a01983d0a8f),30566,Charter,A
ObjectId(5911299b3c888a01983d0a90),30601,Charter,A
ObjectId(5911299b3c888a01983d0a91),30602,Charter,A
ObjectId(5911299b3c888a01983d0a92),30604,Charter,A
ObjectId(5911299b3c888a01983d0a93),30605,Charter,A
ObjectId(5911299b3c888a01983d0a94),30606,Charter,A
ObjectId(5911299b3c888a01983d0a95),30607,Charter,A
ObjectId(5911299b3c888a01983d0a96),30609,Charter,A
ObjectId(5911299b3c888a01983d0a97),30612,Charter,A
ObjectId(5911299b3c888a01983d0a98),30619,Charter,A
ObjectId(5911299b3c888a01983d0a99),30621,Charter,A
ObjectId(5911299b3c888a01983d0a9a),30622,Charter,A
ObjectId(5911299b3c888a01983d0a9b),30628,Charter,A
ObjectId(5911299b3c888a01983d0a9c),30629,Charter,A
ObjectId(5911299b3c888a01983d0a9d),30630,Charter,A
ObjectId(5911299b3c888a01983d0a9e),30633,Charter,A
ObjectId(5911299b3c888a01983d0a9f),30642,Charter,A
ObjectId(5911299b3c888a01983d0aa0),30643,Charter,A
ObjectId(5911299b3c888a01983d0aa1),30646,Charter,A
ObjectId(5911299b3c888a01983d0aa2),30647,Charter,A
ObjectId(5911299b3c888a01983d0aa3),30648,Charter,A
ObjectId(5911299b3c888a01983d0aa4),30650,Charter,A
ObjectId(5911299b3c888a01983d0aa5),30655,Charter,A
ObjectId(5911299b3c888a01983d0aa6),30663,Charter,A
ObjectId(5911299b3c888a01983d0aa7),30666,Charter,A
ObjectId(5911299b3c888a01983d0aa8),30669,Charter,A
ObjectId(5911299b3c888a01983d0aa9),30677,Charter,A
ObjectId(5911299b3c888a01983d0aaa),30680,Charter,A
ObjectId(5911299b3c888a01983d0aab),30683,Charter,A
ObjectId(5911299b3c888a01983d0aac),30705,Charter,A
ObjectId(5911299b3c888a01983d0aad),30707,Charter,A
ObjectId(5911299b3c888a01983d0aae),30708,Charter,A
ObjectId(5911299b3c888a01983d0aaf),30710,Charter,A
ObjectId(5911299b3c888a01983d0ab0),30711,Charter,A
ObjectId(5911299b3c888a01983d0ab1),30720,Charter,A
ObjectId(5911299b3c888a01983d0ab2),30721,Charter,A
ObjectId(5911299b3c888a01983d0ab3),30724,Charter,A
ObjectId(5911299b3c888a01983d0ab4),30726,Charter,A
ObjectId(5911299b3c888a01983d0ab5),30728,Charter,A
ObjectId(5911299b3c888a01983d0ab6),30730,Charter,A
ObjectId(5911299b3c888a01983d0ab7),30731,Charter,A
ObjectId(5911299b3c888a01983d0ab8),30735,Charter,A
ObjectId(5911299b3c888a01983d0ab9),30736,Charter,A
ObjectId(5911299b3c888a01983d0aba),30738,Charter,A
ObjectId(5911299b3c888a01983d0abb),30739,Charter,A
ObjectId(5911299b3c888a01983d0abc),30740,Charter,A
ObjectId(5911299b3c888a01983d0abd),30741,Charter,A
ObjectId(5911299b3c888a01983d0abe),30742,Charter,A
ObjectId(5911299b3c888a01983d0abf),30747,Charter,A
ObjectId(5911299b3c888a01983d0ac0),30750,Charter,A
ObjectId(5911299b3c888a01983d0ac1),30751,Charter,A
ObjectId(5911299b3c888a01983d0ac2),30752,Charter,A
ObjectId(5911299b3c888a01983d0ac3),30753,Charter,A
ObjectId(5911299b3c888a01983d0ac4),30755,Charter,A
ObjectId(5911299b3c888a01983d0ac5),30756,Charter,A
ObjectId(5911299b3c888a01983d0ac6),30757,Charter,A
ObjectId(5911299b3c888a01983d0ac7),31014,Charter,A
ObjectId(5911299b3c888a01983d0ac8),31021,Charter,A
ObjectId(5911299b3c888a01983d0ac9),31022,Charter,A
ObjectId(5911299b3c888a01983d0aca),31024,Charter,A
ObjectId(5911299b3c888a01983d0acb),31026,Charter,A
ObjectId(5911299b3c888a01983d0acc),31027,Charter,A
ObjectId(5911299b3c888a01983d0acd),31029,Charter,A
ObjectId(5911299b3c888a01983d0ace),31031,Charter,A
ObjectId(5911299b3c888a01983d0acf),31032,Charter,A
ObjectId(5911299b3c888a01983d0ad0),31034,Charter,A
ObjectId(5911299b3c888a01983d0ad1),31036,Charter,A
ObjectId(5911299b3c888a01983d0ad2),31061,Charter,A
ObjectId(5911299b3c888a01983d0ad3),31062,Charter,A
ObjectId(5911299b3c888a01983d0ad4),31082,Charter,A
ObjectId(5911299b3c888a01983d0ad5),31089,Charter,A
ObjectId(5911299b3c888a01983d0ad6),31091,Charter,A
ObjectId(5911299b3c888a01983d0ad7),31139,Charter,A
ObjectId(5911299b3c888a01983d0ad8),31554,Charter,A
ObjectId(5911299b3c888a01983d0ad9),31804,Charter,A
ObjectId(5911299b3c888a01983d0ada),31805,Charter,A
ObjectId(5911299b3c888a01983d0adb),31807,Charter,A
ObjectId(5911299b3c888a01983d0adc),31808,Charter,A
ObjectId(5911299b3c888a01983d0add),31811,Charter,A
ObjectId(5911299b3c888a01983d0ade),31816,Charter,A
ObjectId(5911299b3c888a01983d0adf),31822,Charter,A
ObjectId(5911299b3c888a01983d0ae0),31823,Charter,A
ObjectId(5911299b3c888a01983d0ae1),31826,Charter,A
ObjectId(5911299b3c888a01983d0ae2),31827,Charter,A
ObjectId(5911299b3c888a01983d0ae3),31830,Charter,A
ObjectId(5911299b3c888a01983d0ae4),31831,Charter,A
ObjectId(5911299b3c888a01983d0ae5),31833,Charter,A
ObjectId(5911299b3c888a01983d0ae6),31836,Charter,A
ObjectId(5911299b3c888a01983d0ae7),31901,Charter,A
ObjectId(5911299b3c888a01983d0ae8),31903,Charter,A
ObjectId(5911299b3c888a01983d0ae9),31904,Charter,A
ObjectId(5911299b3c888a01983d0aea),31905,Charter,A
ObjectId(5911299b3c888a01983d0aeb),31906,Charter,A
ObjectId(5911299b3c888a01983d0aec),31907,Charter,A
ObjectId(5911299b3c888a01983d0aed),31909,Charter,A
ObjectId(5911299b3c888a01983d0aee),31917,Charter,A
ObjectId(5911299b3c888a01983d0aef),31999,Charter,A
ObjectId(5911299b3c888a01983d0af0),39817,Charter,A
ObjectId(5911299b3c888a01983d0af1),60033,Charter,A
ObjectId(5911299b3c888a01983d0af2),60047,Charter,A
ObjectId(5911299b3c888a01983d0af3),60071,Charter,A
ObjectId(5911299b3c888a01983d0af4),60081,Charter,A
ObjectId(5911299b3c888a01983d0af5),60098,Charter,A
ObjectId(5911299b3c888a01983d0af6),60135,Charter,A
ObjectId(5911299b3c888a01983d0af7),60145,Charter,A
ObjectId(5911299b3c888a01983d0af8),60152,Charter,A
ObjectId(5911299b3c888a01983d0af9),60178,Charter,A
ObjectId(5911299b3c888a01983d0afa),60180,Charter,A
ObjectId(5911299b3c888a01983d0afb),60440,Charter,A
ObjectId(5911299b3c888a01983d0afc),60523,Charter,A
ObjectId(5911299b3c888a01983d0afd),60538,Charter,A
ObjectId(5911299b3c888a01983d0afe),60613,Charter,A
ObjectId(5911299b3c888a01983d0aff),60616,Charter,A
ObjectId(5911299b3c888a01983d0b00),60631,Charter,A
ObjectId(5911299b3c888a01983d0b01),60654,Charter,A
ObjectId(5911299b3c888a01983d0b02),60914,Charter,A
ObjectId(5911299b3c888a01983d0b03),61008,Charter,A
ObjectId(5911299b3c888a01983d0b04),61032,Charter,A
ObjectId(5911299b3c888a01983d0b05),61072,Charter,A
ObjectId(5911299b3c888a01983d0b06),61073,Charter,A
ObjectId(5911299b3c888a01983d0b07),61080,Charter,A
ObjectId(5911299b3c888a01983d0b08),61081,Charter,A
ObjectId(5911299b3c888a01983d0b09),61101,Charter,A
ObjectId(5911299b3c888a01983d0b0a),61102,Charter,A
ObjectId(5911299b3c888a01983d0b0b),61111,Charter,A
ObjectId(5911299b3c888a01983d0b0c),61115,Charter,A
ObjectId(5911299b3c888a01983d0b0d),61254,Charter,A
ObjectId(5911299b3c888a01983d0b0e),61265,Charter,A
ObjectId(5911299b3c888a01983d0b0f),61350,Charter,A
ObjectId(5911299b3c888a01983d0b10),61401,Charter,A
ObjectId(5911299b3c888a01983d0b11),61550,Charter,A
ObjectId(5911299b3c888a01983d0b12),61701,Charter,A
ObjectId(5911299b3c888a01983d0b13),61705,Charter,A
ObjectId(5911299b3c888a01983d0b14),61802,Charter,A
ObjectId(5911299b3c888a01983d0b15),61822,Charter,A
ObjectId(5911299b3c888a01983d0b16),62002,Charter,A
ObjectId(5911299b3c888a01983d0b17),62010,Charter,A
ObjectId(5911299b3c888a01983d0b18),62012,Charter,A
ObjectId(5911299b3c888a01983d0b19),62016,Charter,A
ObjectId(5911299b3c888a01983d0b1a),62018,Charter,A
ObjectId(5911299b3c888a01983d0b1b),62024,Charter,A
ObjectId(5911299b3c888a01983d0b1c),62025,Charter,A
ObjectId(5911299b3c888a01983d0b1d),62034,Charter,A
ObjectId(5911299b3c888a01983d0b1e),62035,Charter,A
ObjectId(5911299b3c888a01983d0b1f),62040,Charter,A
ObjectId(5911299b3c888a01983d0b20),62048,Charter,A
ObjectId(5911299b3c888a01983d0b21),62049,Charter,A
ObjectId(5911299b3c888a01983d0b22),62052,Charter,A
ObjectId(5911299b3c888a01983d0b23),62059,Charter,A
ObjectId(5911299b3c888a01983d0b24),62060,Charter,A
ObjectId(5911299b3c888a01983d0b25),62061,Charter,A
ObjectId(5911299b3c888a01983d0b26),62062,Charter,A
ObjectId(5911299b3c888a01983d0b27),62067,Charter,A
ObjectId(5911299b3c888a01983d0b28),62084,Charter,A
ObjectId(5911299b3c888a01983d0b29),62087,Charter,A
ObjectId(5911299b3c888a01983d0b2a),62090,Charter,A
ObjectId(5911299b3c888a01983d0b2b),62095,Charter,A
ObjectId(5911299b3c888a01983d0b2c),62201,Charter,A
ObjectId(5911299b3c888a01983d0b2d),62203,Charter,A
ObjectId(5911299b3c888a01983d0b2e),62204,Charter,A
ObjectId(5911299b3c888a01983d0b2f),62205,Charter,A
ObjectId(5911299b3c888a01983d0b30),62206,Charter,A
ObjectId(5911299b3c888a01983d0b31),62207,Charter,A
ObjectId(5911299b3c888a01983d0b32),62208,Charter,A
ObjectId(5911299b3c888a01983d0b33),62214,Charter,A
ObjectId(5911299b3c888a01983d0b34),62215,Charter,A
ObjectId(5911299b3c888a01983d0b35),62216,Charter,A
ObjectId(5911299b3c888a01983d0b36),62218,Charter,A
ObjectId(5911299b3c888a01983d0b37),62219,Charter,A
ObjectId(5911299b3c888a01983d0b38),62220,Charter,A
ObjectId(5911299b3c888a01983d0b39),62221,Charter,A
ObjectId(5911299b3c888a01983d0b3a),62223,Charter,A
ObjectId(5911299b3c888a01983d0b3b),62225,Charter,A
ObjectId(5911299b3c888a01983d0b3c),62226,Charter,A
ObjectId(5911299b3c888a01983d0b3d),62230,Charter,A
ObjectId(5911299b3c888a01983d0b3e),62231,Charter,A
ObjectId(5911299b3c888a01983d0b3f),62232,Charter,A
ObjectId(5911299b3c888a01983d0b40),62234,Charter,A
ObjectId(5911299b3c888a01983d0b41),62236,Charter,A
ObjectId(5911299b3c888a01983d0b42),62239,Charter,A
ObjectId(5911299b3c888a01983d0b43),62240,Charter,A
ObjectId(5911299b3c888a01983d0b44),62243,Charter,A
ObjectId(5911299b3c888a01983d0b45),62245,Charter,A
ObjectId(5911299b3c888a01983d0b46),62246,Charter,A
ObjectId(5911299b3c888a01983d0b47),62249,Charter,A
ObjectId(5911299b3c888a01983d0b48),62254,Charter,A
ObjectId(5911299b3c888a01983d0b49),62258,Charter,A
ObjectId(5911299b3c888a01983d0b4a),62260,Charter,A
ObjectId(5911299b3c888a01983d0b4b),62263,Charter,A
ObjectId(5911299b3c888a01983d0b4c),62265,Charter,A
ObjectId(5911299b3c888a01983d0b4d),62266,Charter,A
ObjectId(5911299b3c888a01983d0b4e),62269,Charter,A
ObjectId(5911299b3c888a01983d0b4f),62271,Charter,A
ObjectId(5911299b3c888a01983d0b50),62275,Charter,A
ObjectId(5911299b3c888a01983d0b51),62278,Charter,A
ObjectId(5911299b3c888a01983d0b52),62281,Charter,A
ObjectId(5911299b3c888a01983d0b53),62282,Charter,A
ObjectId(5911299b3c888a01983d0b54),62286,Charter,A
ObjectId(5911299b3c888a01983d0b55),62289,Charter,A
ObjectId(5911299b3c888a01983d0b56),62293,Charter,A
ObjectId(5911299b3c888a01983d0b57),62294,Charter,A
ObjectId(5911299b3c888a01983d0b58),62298,Charter,A
ObjectId(5911299b3c888a01983d0b59),62301,Charter,A
ObjectId(5911299b3c888a01983d0b5a),62450,Charter,A
ObjectId(5911299b3c888a01983d0b5b),62521,Charter,A
ObjectId(5911299b3c888a01983d0b5c),62523,Charter,A
ObjectId(5911299b3c888a01983d0b5d),62650,Charter,A
ObjectId(5911299b3c888a01983d0b5e),62704,Charter,A
ObjectId(5911299b3c888a01983d0b5f),62715,Charter,A
ObjectId(5911299b3c888a01983d0b60),62801,Charter,A
ObjectId(5911299b3c888a01983d0b61),62803,Charter,A
ObjectId(5911299b3c888a01983d0b62),62808,Charter,A
ObjectId(5911299b3c888a01983d0b63),62814,Charter,A
ObjectId(5911299b3c888a01983d0b64),62831,Charter,A
ObjectId(5911299b3c888a01983d0b65),62864,Charter,A
ObjectId(5911299b3c888a01983d0b66),62870,Charter,A
ObjectId(5911299b3c888a01983d0b67),62872,Charter,A
ObjectId(5911299b3c888a01983d0b68),62881,Charter,A
ObjectId(5911299b3c888a01983d0b69),62882,Charter,A
ObjectId(5911299b3c888a01983d0b6a),62896,Charter,A
ObjectId(5911299b3c888a01983d0b6b),62898,Charter,A
ObjectId(5911299b3c888a01983d0b6c),62959,Charter,A
ObjectId(5911299b3c888a01983d0b6d),70002,Charter,A
ObjectId(5911299b3c888a01983d0b6e),70003,Charter,A
ObjectId(5911299b3c888a01983d0b6f),70043,Charter,A
ObjectId(5911299b3c888a01983d0b70),70070,Charter,A
ObjectId(5911299b3c888a01983d0b71),70071,Charter,A
ObjectId(5911299b3c888a01983d0b72),70090,Charter,A
ObjectId(5911299b3c888a01983d0b73),70301,Charter,A
ObjectId(5911299b3c888a01983d0b74),70310,Charter,A
ObjectId(5911299b3c888a01983d0b75),70340,Charter,A
ObjectId(5911299b3c888a01983d0b76),70341,Charter,A
ObjectId(5911299b3c888a01983d0b77),70343,Charter,A
ObjectId(5911299b3c888a01983d0b78),70344,Charter,A
ObjectId(5911299b3c888a01983d0b79),70346,Charter,A
ObjectId(5911299b3c888a01983d0b7a),70352,Charter,A
ObjectId(5911299b3c888a01983d0b7b),70353,Charter,A
ObjectId(5911299b3c888a01983d0b7c),70356,Charter,A
ObjectId(5911299b3c888a01983d0b7d),70360,Charter,A
ObjectId(5911299b3c888a01983d0b7e),70363,Charter,A
ObjectId(5911299b3c888a01983d0b7f),70364,Charter,A
ObjectId(5911299b3c888a01983d0b80),70371,Charter,A
ObjectId(5911299b3c888a01983d0b81),70372,Charter,A
ObjectId(5911299b3c888a01983d0b82),70374,Charter,A
ObjectId(5911299b3c888a01983d0b83),70375,Charter,A
ObjectId(5911299b3c888a01983d0b84),70377,Charter,A
ObjectId(5911299b3c888a01983d0b85),70380,Charter,A
ObjectId(5911299b3c888a01983d0b86),70390,Charter,A
ObjectId(5911299b3c888a01983d0b87),70391,Charter,A
ObjectId(5911299b3c888a01983d0b88),70393,Charter,A
ObjectId(5911299b3c888a01983d0b89),70394,Charter,A
ObjectId(5911299b3c888a01983d0b8a),70395,Charter,A
ObjectId(5911299b3c888a01983d0b8b),70397,Charter,A
ObjectId(5911299b3c888a01983d0b8c),70401,Charter,A
ObjectId(5911299b3c888a01983d0b8d),70402,Charter,A
ObjectId(5911299b3c888a01983d0b8e),70403,Charter,A
ObjectId(5911299b3c888a01983d0b8f),70420,Charter,A
ObjectId(5911299b3c888a01983d0b90),70421,Charter,A
ObjectId(5911299b3c888a01983d0b91),70422,Charter,A
ObjectId(5911299b3c888a01983d0b92),70426,Charter,A
ObjectId(5911299b3c888a01983d0b93),70427,Charter,A
ObjectId(5911299b3c888a01983d0b94),70431,Charter,A
ObjectId(5911299b3c888a01983d0b95),70433,Charter,A
ObjectId(5911299b3c888a01983d0b96),70435,Charter,A
ObjectId(5911299b3c888a01983d0b97),70436,Charter,A
ObjectId(5911299b3c888a01983d0b98),70437,Charter,A
ObjectId(5911299b3c888a01983d0b99),70438,Charter,A
ObjectId(5911299b3c888a01983d0b9a),70443,Charter,A
ObjectId(5911299b3c888a01983d0b9b),70444,Charter,A
ObjectId(5911299b3c888a01983d0b9c),70445,Charter,A
ObjectId(5911299b3c888a01983d0b9d),70446,Charter,A
ObjectId(5911299b3c888a01983d0b9e),70447,Charter,A
ObjectId(5911299b3c888a01983d0b9f),70448,Charter,A
ObjectId(5911299b3c888a01983d0ba0),70449,Charter,A
ObjectId(5911299b3c888a01983d0ba1),70451,Charter,A
ObjectId(5911299b3c888a01983d0ba2),70452,Charter,A
ObjectId(5911299b3c888a01983d0ba3),70454,Charter,A
ObjectId(5911299b3c888a01983d0ba4),70455,Charter,A
ObjectId(5911299b3c888a01983d0ba5),70456,Charter,A
ObjectId(5911299b3c888a01983d0ba6),70457,Charter,A
ObjectId(5911299b3c888a01983d0ba7),70458,Charter,A
ObjectId(5911299b3c888a01983d0ba8),70459,Charter,A
ObjectId(5911299b3c888a01983d0ba9),70460,Charter,A
ObjectId(5911299b3c888a01983d0baa),70461,Charter,A
ObjectId(5911299b3c888a01983d0bab),70462,Charter,A
ObjectId(5911299b3c888a01983d0bac),70463,Charter,A
ObjectId(5911299b3c888a01983d0bad),70464,Charter,A
ObjectId(5911299b3c888a01983d0bae),70466,Charter,A
ObjectId(5911299b3c888a01983d0baf),70470,Charter,A
ObjectId(5911299b3c888a01983d0bb0),70471,Charter,A
ObjectId(5911299b3c888a01983d0bb1),70503,Charter,A
ObjectId(5911299b3c888a01983d0bb2),70506,Charter,A
ObjectId(5911299b3c888a01983d0bb3),70512,Charter,A
ObjectId(5911299b3c888a01983d0bb4),70515,Charter,A
ObjectId(5911299b3c888a01983d0bb5),70516,Charter,A
ObjectId(5911299b3c888a01983d0bb6),70524,Charter,A
ObjectId(5911299b3c888a01983d0bb7),70525,Charter,A
ObjectId(5911299b3c888a01983d0bb8),70526,Charter,A
ObjectId(5911299b3c888a01983d0bb9),70534,Charter,A
ObjectId(5911299b3c888a01983d0bba),70535,Charter,A
ObjectId(5911299b3c888a01983d0bbb),70537,Charter,A
ObjectId(5911299b3c888a01983d0bbc),70541,Charter,A
ObjectId(5911299b3c888a01983d0bbd),70543,Charter,A
ObjectId(5911299b3c888a01983d0bbe),70546,Charter,A
ObjectId(5911299b3c888a01983d0bbf),70550,Charter,A
ObjectId(5911299b3c888a01983d0bc0),70551,Charter,A
ObjectId(5911299b3c888a01983d0bc1),70556,Charter,A
ObjectId(5911299b3c888a01983d0bc2),70559,Charter,A
ObjectId(5911299b3c888a01983d0bc3),70570,Charter,A
ObjectId(5911299b3c888a01983d0bc4),70576,Charter,A
ObjectId(5911299b3c888a01983d0bc5),70577,Charter,A
ObjectId(5911299b3c888a01983d0bc6),70578,Charter,A
ObjectId(5911299b3c888a01983d0bc7),70584,Charter,A
ObjectId(5911299b3c888a01983d0bc8),70586,Charter,A
ObjectId(5911299b3c888a01983d0bc9),70589,Charter,A
ObjectId(5911299b3c888a01983d0bca),70706,Charter,A
ObjectId(5911299b3c888a01983d0bcb),70711,Charter,A
ObjectId(5911299b3c888a01983d0bcc),70723,Charter,A
ObjectId(5911299b3c888a01983d0bcd),70726,Charter,A
ObjectId(5911299b3c888a01983d0bce),70733,Charter,A
ObjectId(5911299b3c888a01983d0bcf),70743,Charter,A
ObjectId(5911299b3c888a01983d0bd0),70744,Charter,A
ObjectId(5911299b3c888a01983d0bd1),70754,Charter,A
ObjectId(5911299b3c888a01983d0bd2),70763,Charter,A
ObjectId(5911299b3c888a01983d0bd3),70769,Charter,A
ObjectId(5911299b3c888a01983d0bd4),70774,Charter,A
ObjectId(5911299b3c888a01983d0bd5),70785,Charter,A
ObjectId(5911299b3c888a01983d0bd6),70809,Charter,A
ObjectId(5911299b3c888a01983d0bd7),1002,Charter,A
ObjectId(5911299b3c888a01983d0bd8),1003,Charter,A
ObjectId(5911299b3c888a01983d0bd9),1005,Charter,A
ObjectId(5911299b3c888a01983d0bda),1007,Charter,A
ObjectId(5911299b3c888a01983d0bdb),1009,Charter,A
ObjectId(5911299b3c888a01983d0bdc),1010,Charter,A
ObjectId(5911299b3c888a01983d0bdd),1013,Charter,A
ObjectId(5911299b3c888a01983d0bde),1020,Charter,A
ObjectId(5911299b3c888a01983d0bdf),1022,Charter,A
ObjectId(5911299b3c888a01983d0be0),1027,Charter,A
ObjectId(5911299b3c888a01983d0be1),1028,Charter,A
ObjectId(5911299b3c888a01983d0be2),1033,Charter,A
ObjectId(5911299b3c888a01983d0be3),1035,Charter,A
ObjectId(5911299b3c888a01983d0be4),1036,Charter,A
ObjectId(5911299b3c888a01983d0be5),1040,Charter,A
ObjectId(5911299b3c888a01983d0be6),1056,Charter,A
ObjectId(5911299b3c888a01983d0be7),1057,Charter,A
ObjectId(5911299b3c888a01983d0be8),1060,Charter,A
ObjectId(5911299b3c888a01983d0be9),1068,Charter,A
ObjectId(5911299b3c888a01983d0bea),1069,Charter,A
ObjectId(5911299b3c888a01983d0beb),1073,Charter,A
ObjectId(5911299b3c888a01983d0bec),1074,Charter,A
ObjectId(5911299b3c888a01983d0bed),1075,Charter,A
ObjectId(5911299b3c888a01983d0bee),1080,Charter,A
ObjectId(5911299b3c888a01983d0bef),1081,Charter,A
ObjectId(5911299b3c888a01983d0bf0),1082,Charter,A
ObjectId(5911299b3c888a01983d0bf1),1083,Charter,A
ObjectId(5911299b3c888a01983d0bf2),1085,Charter,A
ObjectId(5911299b3c888a01983d0bf3),1089,Charter,A
ObjectId(5911299b3c888a01983d0bf4),1095,Charter,A
ObjectId(5911299b3c888a01983d0bf5),1103,Charter,A
ObjectId(5911299b3c888a01983d0bf6),1104,Charter,A
ObjectId(5911299b3c888a01983d0bf7),1105,Charter,A
ObjectId(5911299b3c888a01983d0bf8),1106,Charter,A
ObjectId(5911299b3c888a01983d0bf9),1107,Charter,A
ObjectId(5911299b3c888a01983d0bfa),1108,Charter,A
ObjectId(5911299b3c888a01983d0bfb),1118,Charter,A
ObjectId(5911299b3c888a01983d0bfc),1128,Charter,A
ObjectId(5911299b3c888a01983d0bfd),1129,Charter,A
ObjectId(5911299b3c888a01983d0bfe),1151,Charter,A
ObjectId(5911299b3c888a01983d0bff),1201,Charter,A
ObjectId(5911299b3c888a01983d0c00),1224,Charter,A
ObjectId(5911299b3c888a01983d0c01),1225,Charter,A
ObjectId(5911299b3c888a01983d0c02),1226,Charter,A
ObjectId(5911299b3c888a01983d0c03),1230,Charter,A
ObjectId(5911299b3c888a01983d0c04),1235,Charter,A
ObjectId(5911299b3c888a01983d0c05),1236,Charter,A
ObjectId(5911299b3c888a01983d0c06),1237,Charter,A
ObjectId(5911299b3c888a01983d0c07),1266,Charter,A
ObjectId(5911299b3c888a01983d0c08),1366,Charter,A
ObjectId(5911299b3c888a01983d0c09),1375,Charter,A
ObjectId(5911299b3c888a01983d0c0a),1376,Charter,A
ObjectId(5911299b3c888a01983d0c0b),1432,Charter,A
ObjectId(5911299b3c888a01983d0c0c),1434,Charter,A
ObjectId(5911299b3c888a01983d0c0d),1450,Charter,A
ObjectId(5911299b3c888a01983d0c0e),1451,Charter,A
ObjectId(5911299b3c888a01983d0c0f),1452,Charter,A
ObjectId(5911299b3c888a01983d0c10),1460,Charter,A
ObjectId(5911299b3c888a01983d0c11),1463,Charter,A
ObjectId(5911299b3c888a01983d0c12),1467,Charter,A
ObjectId(5911299b3c888a01983d0c13),1468,Charter,A
ObjectId(5911299b3c888a01983d0c14),1469,Charter,A
ObjectId(5911299b3c888a01983d0c15),1471,Charter,A
ObjectId(5911299b3c888a01983d0c16),1472,Charter,A
ObjectId(5911299b3c888a01983d0c17),1473,Charter,A
ObjectId(5911299b3c888a01983d0c18),1501,Charter,A
ObjectId(5911299b3c888a01983d0c19),1503,Charter,A
ObjectId(5911299b3c888a01983d0c1a),1504,Charter,A
ObjectId(5911299b3c888a01983d0c1b),1505,Charter,A
ObjectId(5911299b3c888a01983d0c1c),1506,Charter,A
ObjectId(5911299b3c888a01983d0c1d),1507,Charter,A
ObjectId(5911299b3c888a01983d0c1e),1508,Charter,A
ObjectId(5911299b3c888a01983d0c1f),1510,Charter,A
ObjectId(5911299b3c888a01983d0c20),1515,Charter,A
ObjectId(5911299b3c888a01983d0c21),1516,Charter,A
ObjectId(5911299b3c888a01983d0c22),1518,Charter,A
ObjectId(5911299b3c888a01983d0c23),1519,Charter,A
ObjectId(5911299b3c888a01983d0c24),1520,Charter,A
ObjectId(5911299b3c888a01983d0c25),1521,Charter,A
ObjectId(5911299b3c888a01983d0c26),1522,Charter,A
ObjectId(5911299b3c888a01983d0c27),1524,Charter,A
ObjectId(5911299b3c888a01983d0c28),1525,Charter,A
ObjectId(5911299b3c888a01983d0c29),1526,Charter,A
ObjectId(5911299b3c888a01983d0c2a),1527,Charter,A
ObjectId(5911299b3c888a01983d0c2b),1529,Charter,A
ObjectId(5911299b3c888a01983d0c2c),1531,Charter,A
ObjectId(5911299b3c888a01983d0c2d),1532,Charter,A
ObjectId(5911299b3c888a01983d0c2e),1534,Charter,A
ObjectId(5911299b3c888a01983d0c2f),1535,Charter,A
ObjectId(5911299b3c888a01983d0c30),1536,Charter,A
ObjectId(5911299b3c888a01983d0c31),1537,Charter,A
ObjectId(5911299b3c888a01983d0c32),1538,Charter,A
ObjectId(5911299b3c888a01983d0c33),1540,Charter,A
ObjectId(5911299b3c888a01983d0c34),1541,Charter,A
ObjectId(5911299b3c888a01983d0c35),1542,Charter,A
ObjectId(5911299b3c888a01983d0c36),1543,Charter,A
ObjectId(5911299b3c888a01983d0c37),1545,Charter,A
ObjectId(5911299b3c888a01983d0c38),1550,Charter,A
ObjectId(5911299b3c888a01983d0c39),1560,Charter,A
ObjectId(5911299b3c888a01983d0c3a),1562,Charter,A
ObjectId(5911299b3c888a01983d0c3b),1566,Charter,A
ObjectId(5911299b3c888a01983d0c3c),1568,Charter,A
ObjectId(5911299b3c888a01983d0c3d),1569,Charter,A
ObjectId(5911299b3c888a01983d0c3e),1570,Charter,A
ObjectId(5911299b3c888a01983d0c3f),1571,Charter,A
ObjectId(5911299b3c888a01983d0c40),1581,Charter,A
ObjectId(5911299b3c888a01983d0c41),1583,Charter,A
ObjectId(5911299b3c888a01983d0c42),1585,Charter,A
ObjectId(5911299b3c888a01983d0c43),1588,Charter,A
ObjectId(5911299b3c888a01983d0c44),1590,Charter,A
ObjectId(5911299b3c888a01983d0c45),1602,Charter,A
ObjectId(5911299b3c888a01983d0c46),1603,Charter,A
ObjectId(5911299b3c888a01983d0c47),1604,Charter,A
ObjectId(5911299b3c888a01983d0c48),1605,Charter,A
ObjectId(5911299b3c888a01983d0c49),1606,Charter,A
ObjectId(5911299b3c888a01983d0c4a),1607,Charter,A
ObjectId(5911299b3c888a01983d0c4b),1608,Charter,A
